data;id_compra;loja;vendedor;produto;cliente_nome;cliente_genero;forma_pagamento
2024-11-12 21:49:38;746;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;David Lefevre;masculino;boleto
2024-11-12 22:38:37;747;São Paulo;Lucas Pereira;Tablet Apple Ipad;Wade Huffman;masculino;cartão de dédito
2024-11-12 22:43:40;748;Florianópolis;Gabriela Santos;Mouse Gamer Logitech;Evelyn Smith;feminino;cartão de dédito
2024-11-12 23:01:30;749;Florianópolis;Tiago Lima;iPhone 13;Linda Coe;feminino;pix
2024-11-12 23:57:32;750;Recife;Patrícia Carvalho;Smartwatch Garmin;Myrtle Provenzano;feminino;dinheiro
2024-11-13 00:22:35;751;Florianópolis;Tiago Lima;Fone de Ouvido Sony;Christine Ostrow;feminino;cartão de crédito
2024-11-13 14:55:32;752;São Luís;Brenno Pacheco;Câmera Canon EOS;Barbara Borges;feminino;boleto
2024-11-13 14:55:35;753;Fortaleza;Beatriz Rocha;Câmera Canon EOS;Christine James;feminino;dinheiro
2024-11-13 16:21:33;754;Fortaleza;Beatriz Rocha;Câmera Canon EOS;Leslie Holland;feminino;boleto
2024-11-13 16:42:34;755;Porto Alegre;Mariana Gomes;Smartwatch Garmin;Mike Rossignol;masculino;boleto
2024-11-13 19:21:30;756;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Dennis Montemayor;masculino;dinheiro
2024-11-13 20:32:30;757;Porto Alegre;Roberto Ferreira;Câmera Canon EOS;Margaret Velazquez;feminino;boleto
2024-11-13 21:43:40;758;Belo Horizonte;Carlos Silva;Teclado Mecânico HyperX;Kevin Villa;masculino;dinheiro
2024-11-13 21:46:35;759;Florianópolis;Gabriela Santos;Teclado Mecânico HyperX;Carla Cooper;feminino;boleto
2024-11-13 22:36:33;760;Porto Alegre;Roberto Ferreira;iPhone 13;Robert Heyman;masculino;cartão de crédito
2024-11-13 23:24:30;761;Recife;Patrícia Carvalho;Smartphone Samsung Galaxy;Roger Vestal;masculino;cartão de crédito
2024-11-14 00:02:34;762;São Paulo;Ana Oliveira;Monitor LG Ultrawide;Don Collins;masculino;pix
2024-11-14 00:58:34;763;Rio de Janeiro;Pedro Souza;iPhone 13;Valarie Staggs;feminino;boleto
2024-11-14 15:16:33;764;Florianópolis;Gabriela Santos;Fone de Ouvido Sony;Jason Bryant;masculino;pix
2024-11-14 17:13:35;765;Fortaleza;Beatriz Rocha;Câmera Canon EOS;James Hamburg;masculino;cartão de crédito
2024-11-14 19:01:40;766;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiron;William Martin;masculino;cartão de crédito
2024-11-14 19:22:36;767;São Paulo;Lucas Pereira;Mouse Gamer Logitech;Daniel Alverez;masculino;dinheiro
2024-11-14 22:33:37;768;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Reginald Diaz;masculino;dinheiro
2024-11-14 23:36:32;769;São Paulo;Ana Oliveira;Câmera Canon EOS;Frances Treston;feminino;cartão de dédito
2024-11-15 00:06:38;770;São Paulo;Lucas Pereira;Teclado Mecânico HyperX;Stephen Snider;masculino;pix
2024-11-15 15:03:34;771;Belo Horizonte;Carlos Silva;Notebook Dell Inspiron;Roy Jacks;masculino;dinheiro
2024-11-15 17:46:40;772;Fortaleza;André Lima;Mouse Gamer Logitech;Timothy Miller;masculino;boleto
2024-11-15 18:18:32;773;Belo Horizonte;Carlos Silva;Teclado Mecânico HyperX;Marilyn Fitts;feminino;cartão de crédito
2024-11-15 19:16:34;774;Porto Alegre;Mariana Gomes;Notebook Dell Inspiron;William Spencer;masculino;dinheiro
2024-11-15 20:13:37;775;Recife;Patrícia Carvalho;Notebook Dell Inspiron;Patricia Sica;feminino;cartão de crédito
2024-11-15 20:29:41;776;São Luís;Emanuelle Victoria;Tablet Apple Ipad;Robert Bubar;masculino;pix
2024-11-16 00:42:31;777;Porto Alegre;Mariana Gomes;Notebook Dell Inspiron;Ladonna Sayed;feminino;cartão de dédito
2024-11-16 14:31:38;778;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Joseph Nicholson;masculino;boleto
2024-11-16 16:22:33;779;Florianópolis;Gabriela Santos;Notebook Dell Inspiron;Michael Filas;masculino;cartão de dédito
2024-11-16 19:08:40;780;Recife;Ricardo Mendes;Smartphone Samsung Galaxy;Brian Baxter;masculino;dinheiro
2024-11-16 20:39:37;781;Florianópolis;Gabriela Santos;iPhone 13;David Mcclain;masculino;boleto
2024-11-16 20:42:34;782;São Luís;Emanuelle Victoria;Smartphone Samsung Galaxy;Belinda Hamilton;feminino;dinheiro
2024-11-16 21:40:33;783;Porto Alegre;Roberto Ferreira;iPhone 13;Reena Gibson;feminino;dinheiro
2024-11-17 14:09:35;784;São Paulo;Ana Oliveira;Monitor LG Ultrawide;Catherine Reilly;feminino;pix
2024-11-17 16:16:38;785;Recife;Patrícia Carvalho;Teclado Mecânico HyperX;June Rouse;feminino;pix
2024-11-17 17:28:33;786;Recife;Ricardo Mendes;Tablet Apple Ipad;Jacob Wedel;masculino;cartão de dédito
2024-11-17 17:55:40;787;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Armida Gray;feminino;dinheiro
2024-11-17 18:05:41;788;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;Don Brown;masculino;pix
2024-11-17 18:16:36;789;Belo Horizonte;Fernanda Costa;Câmera Canon EOS;Donna Dyar;feminino;dinheiro
2024-11-17 20:08:36;790;Natal;Larissa Ferreira;iPhone 13;Brent Forget;masculino;cartão de dédito
2024-11-17 20:40:34;791;Natal;João Matos;iPhone 13;Timothy Watson;masculino;boleto
2024-11-17 20:55:40;792;Recife;Patrícia Carvalho;iPhone 13;Thomas Leiva;masculino;pix
2024-11-17 21:15:40;793;São Luís;Brenno Pacheco;Smartwatch Garmin;Jose Otto;masculino;cartão de crédito
2024-11-17 21:28:37;794;São Paulo;Lucas Pereira;Tablet Apple Ipad;Marissa Wolford;feminino;boleto
2024-11-17 22:27:33;795;São Paulo;Ana Oliveira;Tablet Apple Ipad;Margaret Goleman;feminino;cartão de crédito
2024-11-17 22:34:34;796;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Sergio Rivera;masculino;boleto
2024-11-17 23:01:32;797;Belo Horizonte;Fernanda Costa;Smartwatch Garmin;Jimmy Dorsett;masculino;pix
2024-11-18 00:10:40;798;São Paulo;Lucas Pereira;Notebook Dell Inspiron;Tara Redway;feminino;pix
2024-11-18 00:12:30;799;São Luís;Emanuelle Victoria;Smartphone Samsung Galaxy;Irene Rogers;feminino;cartão de crédito
2024-11-18 00:18:33;800;Florianópolis;Tiago Lima;Teclado Mecânico HyperX;Lois Martinez;feminino;boleto
2024-11-18 14:33:32;801;Natal;João Matos;Notebook Dell Inspiron;Linda Krupa;feminino;cartão de dédito
2024-11-18 15:44:40;802;Rio de Janeiro;Juliana Almeida;Fone de Ouvido Sony;Joe Pitts;masculino;cartão de crédito
2024-11-18 16:23:30;803;Natal;Larissa Ferreira;Smartphone Samsung Galaxy;Jennifer Johnson;feminino;pix
2024-11-18 18:31:32;804;Belo Horizonte;Carlos Silva;Câmera Canon EOS;Rosie Weidman;feminino;pix
2024-11-18 18:34:33;805;São Paulo;Lucas Pereira;iPhone 13;Molly Grimes;feminino;boleto
2024-11-18 19:07:36;806;Porto Alegre;Mariana Gomes;Tablet Apple Ipad;Kelli Munson;feminino;dinheiro
2024-11-18 21:32:36;807;Florianópolis;Gabriela Santos;Tablet Apple Ipad;Oliver Rifenbark;masculino;pix
2024-11-18 22:13:32;808;São Luís;Brenno Pacheco;Monitor LG Ultrawide;Julia Summa;feminino;dinheiro
2024-11-19 14:42:35;809;São Luís;Emanuelle Victoria;Câmera Canon EOS;Valerie Mckee;feminino;dinheiro
2024-11-19 16:04:39;810;Natal;Larissa Ferreira;Smartwatch Garmin;Carmine Curtis;masculino;boleto
2024-11-19 16:06:37;811;São Paulo;Lucas Pereira;iPhone 13;Elizabeth Demery;feminino;cartão de dédito
2024-11-19 18:39:31;812;Belo Horizonte;Carlos Silva;Monitor LG Ultrawide;Frances Gonzales;feminino;cartão de dédito
2024-11-19 19:04:39;813;Rio de Janeiro;Pedro Souza;Câmera Canon EOS;Paul Dirks;masculino;dinheiro
2024-11-19 19:27:35;814;Belo Horizonte;Carlos Silva;Notebook Dell Inspiron;Michael Fry;masculino;dinheiro
2024-11-19 19:48:30;815;Fortaleza;André Lima;Smartphone Samsung Galaxy;April Faulk;feminino;cartão de crédito
2024-11-19 19:58:32;816;Natal;João Matos;Mouse Gamer Logitech;Ronald Robinson;masculino;pix
2024-11-19 19:59:32;817;Florianópolis;Tiago Lima;Câmera Canon EOS;James Dirks;masculino;pix
2024-11-19 20:55:35;818;Florianópolis;Tiago Lima;Smartwatch Garmin;Joseph Huddle;masculino;cartão de crédito
2024-11-19 21:29:30;819;São Luís;Brenno Pacheco;iPhone 13;Joyce Moreno;feminino;cartão de crédito
2024-11-19 21:37:34;820;Florianópolis;Tiago Lima;Tablet Apple Ipad;Anna Lowell;feminino;cartão de crédito
2024-11-19 21:55:36;821;Porto Alegre;Roberto Ferreira;iPhone 13;Amber Fleming;feminino;cartão de crédito
2024-11-19 22:07:30;822;São Paulo;Ana Oliveira;Tablet Apple Ipad;Denver White;masculino;dinheiro
2024-11-20 00:56:32;823;São Paulo;Lucas Pereira;Notebook Dell Inspiron;Elizabeth Edwards;feminino;cartão de crédito
2024-11-20 16:18:40;824;São Luís;Emanuelle Victoria;Monitor LG Ultrawide;Luigi Hackett;masculino;cartão de crédito
2024-11-20 18:26:33;825;Recife;Ricardo Mendes;Mouse Gamer Logitech;Charles Watts;masculino;boleto
2024-11-20 20:04:31;826;Fortaleza;Beatriz Rocha;Monitor LG Ultrawide;Ricardo Whitaker;masculino;boleto
2024-11-20 21:13:39;827;Rio de Janeiro;Juliana Almeida;Smartphone Samsung Galaxy;Charlie Mcclean;masculino;boleto
2024-11-20 21:34:38;828;Florianópolis;Gabriela Santos;Tablet Apple Ipad;Patrick Perreault;masculino;cartão de dédito
2024-11-20 22:18:39;829;Fortaleza;Beatriz Rocha;Smartwatch Garmin;Charles Ratcliff;masculino;cartão de dédito
2024-11-20 22:45:31;830;Fortaleza;André Lima;Monitor LG Ultrawide;Keith Barra;masculino;cartão de crédito
2024-11-20 22:49:32;831;Florianópolis;Gabriela Santos;iPhone 13;David Quimby;masculino;dinheiro
2024-11-20 23:43:31;832;São Paulo;Ana Oliveira;Monitor LG Ultrawide;Robert Taylor;masculino;boleto
2024-11-21 14:51:31;833;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Jennifer Brown;feminino;boleto
2024-11-21 15:28:32;834;Natal;João Matos;Fone de Ouvido Sony;Johnny Mccartney;masculino;dinheiro
2024-11-21 16:59:32;835;Florianópolis;Tiago Lima;Smartwatch Garmin;Bethany Koon;feminino;cartão de dédito
2024-11-21 17:13:32;836;Porto Alegre;Mariana Gomes;Notebook Dell Inspiron;Omar Kendig;masculino;cartão de dédito
2024-11-21 18:36:37;837;Fortaleza;André Lima;Tablet Apple Ipad;Joseph Gabel;masculino;boleto
2024-11-21 21:18:35;838;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Stephanie Maxwell;feminino;dinheiro
2024-11-21 22:00:37;839;São Luís;Emanuelle Victoria;iPhone 13;Ashley Bates;feminino;cartão de dédito
2024-11-21 22:08:32;840;Fortaleza;Beatriz Rocha;Notebook Dell Inspiron;David Guzman;masculino;dinheiro
2024-11-21 22:49:36;841;Natal;João Matos;Monitor LG Ultrawide;Judith Hernandez;feminino;boleto
2024-11-21 23:20:30;842;Natal;Larissa Ferreira;Smartphone Samsung Galaxy;Mary Keiser;feminino;boleto
2024-11-21 23:20:38;843;Belo Horizonte;Fernanda Costa;Smartphone Samsung Galaxy;Ruth Santana;feminino;cartão de crédito
2024-11-21 23:39:34;844;Fortaleza;André Lima;Smartphone Samsung Galaxy;Jessie Chinn;feminino;boleto
2024-11-21 23:58:40;845;Belo Horizonte;Fernanda Costa;Teclado Mecânico HyperX;Kris Thomson;feminino;pix
2024-11-22 00:07:34;846;Porto Alegre;Roberto Ferreira;Mouse Gamer Logitech;Evelyn Atchinson;feminino;cartão de dédito
2024-11-22 00:12:32;847;Natal;Larissa Ferreira;Teclado Mecânico HyperX;Lamar Hardy;masculino;cartão de dédito
2024-11-22 14:16:33;848;Belo Horizonte;Carlos Silva;Smartwatch Garmin;Molly Riley;feminino;dinheiro
2024-11-22 14:22:31;849;Fortaleza;Beatriz Rocha;Fone de Ouvido Sony;Kimberly Kranz;feminino;boleto
2024-11-22 14:36:40;850;Natal;Larissa Ferreira;Fone de Ouvido Sony;Ty Garner;masculino;cartão de crédito
2024-11-22 14:44:41;851;São Paulo;Ana Oliveira;Monitor LG Ultrawide;Vicki Duckworth;feminino;boleto
2024-11-22 17:26:32;852;Recife;Ricardo Mendes;Câmera Canon EOS;Erin Trevino;feminino;boleto
2024-11-22 18:11:35;853;Natal;João Matos;Monitor LG Ultrawide;Christine Sandoval;feminino;cartão de crédito
2024-11-22 18:15:31;854;Florianópolis;Tiago Lima;Câmera Canon EOS;Deanna Pace;feminino;dinheiro
2024-11-22 18:28:34;855;São Luís;Emanuelle Victoria;Câmera Canon EOS;Gail Blomberg;feminino;dinheiro
2024-11-22 18:31:37;856;São Luís;Emanuelle Victoria;Tablet Apple Ipad;Kimberly Rubottom;feminino;dinheiro
2024-11-22 19:00:35;857;Florianópolis;Gabriela Santos;Tablet Apple Ipad;William Robertson;masculino;boleto
2024-11-22 22:27:32;858;Recife;Ricardo Mendes;Tablet Apple Ipad;Solomon Anderson;masculino;cartão de dédito
2024-11-22 23:33:34;859;São Luís;Emanuelle Victoria;Teclado Mecânico HyperX;Darron Cummings;masculino;cartão de dédito
2024-11-23 01:05:34;860;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;Ruby Wood;feminino;cartão de crédito
2024-11-23 14:33:31;861;Florianópolis;Tiago Lima;iPhone 13;Kayla Neumann;feminino;cartão de dédito
2024-11-23 14:56:37;862;São Paulo;Lucas Pereira;Tablet Apple Ipad;Jennifer Regis;feminino;boleto
2024-11-23 17:07:33;863;Rio de Janeiro;Juliana Almeida;Smartphone Samsung Galaxy;Glenn Emme;masculino;cartão de crédito
2024-11-23 17:56:32;864;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Paula Perry;feminino;cartão de crédito
2024-11-23 18:09:41;865;Fortaleza;André Lima;Tablet Apple Ipad;Bruce Cornelius;masculino;dinheiro
2024-11-23 18:10:32;866;Natal;João Matos;Câmera Canon EOS;Kent Brown;masculino;boleto
2024-11-23 18:53:35;867;Rio de Janeiro;Pedro Souza;Fone de Ouvido Sony;Clifford Boyd;masculino;cartão de crédito
2024-11-23 18:57:40;868;Rio de Janeiro;Pedro Souza;Teclado Mecânico HyperX;Eugenia Snider;feminino;cartão de dédito
2024-11-23 19:22:38;869;Fortaleza;Beatriz Rocha;Smartphone Samsung Galaxy;Harold Pantoja;masculino;cartão de crédito
2024-11-23 20:01:38;870;Rio de Janeiro;Juliana Almeida;Teclado Mecânico HyperX;Rodney Rickards;masculino;cartão de crédito
2024-11-24 00:04:34;871;Florianópolis;Gabriela Santos;Mouse Gamer Logitech;Henry Ken;masculino;cartão de dédito
2024-11-24 16:51:39;872;Rio de Janeiro;Juliana Almeida;Teclado Mecânico HyperX;Rebecca Padel;feminino;dinheiro
2024-11-24 19:26:35;873;São Luís;Brenno Pacheco;Smartphone Samsung Galaxy;Marco Diller;masculino;boleto
2024-11-24 19:35:34;874;Porto Alegre;Mariana Gomes;Tablet Apple Ipad;William Vest;masculino;cartão de dédito
2024-11-24 23:27:34;875;São Luís;Emanuelle Victoria;iPhone 13;Martha Melton;feminino;cartão de dédito
2024-11-24 23:30:36;876;Porto Alegre;Roberto Ferreira;iPhone 13;Cynthia Weimar;feminino;pix
2024-11-25 00:39:37;877;Rio de Janeiro;Juliana Almeida;Notebook Dell Inspiron;Ben Klink;masculino;cartão de dédito
2024-11-25 15:11:38;878;São Luís;Emanuelle Victoria;Mouse Gamer Logitech;Christopher Long;masculino;cartão de crédito
2024-11-25 16:06:37;879;Recife;Ricardo Mendes;Fone de Ouvido Sony;Lorraine Holt;feminino;cartão de dédito
2024-11-25 17:27:33;880;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Dana Raley;feminino;boleto
2024-11-25 18:07:32;881;Belo Horizonte;Fernanda Costa;Smartwatch Garmin;Jill Dec;feminino;dinheiro
2024-11-25 18:59:34;882;Porto Alegre;Mariana Gomes;Câmera Canon EOS;Robert Boren;masculino;pix
2024-11-25 20:06:30;883;Fortaleza;Beatriz Rocha;Teclado Mecânico HyperX;Charles Park;masculino;cartão de crédito
2024-11-25 21:12:38;884;Florianópolis;Tiago Lima;Mouse Gamer Logitech;Miriam Jones;feminino;cartão de dédito
2024-11-25 21:22:31;885;Porto Alegre;Roberto Ferreira;Teclado Mecânico HyperX;Richard Goodale;masculino;cartão de dédito
2024-11-25 22:05:31;886;Porto Alegre;Roberto Ferreira;Teclado Mecânico HyperX;Connie Moroney;feminino;cartão de crédito
2024-11-25 22:10:35;887;Fortaleza;Beatriz Rocha;iPhone 13;Gloria Carlton;feminino;cartão de dédito
2024-11-25 22:24:35;888;Natal;Larissa Ferreira;Mouse Gamer Logitech;Donna Claussen;feminino;cartão de crédito
2024-11-25 23:28:31;889;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiron;Amy Price;feminino;boleto
2024-11-26 14:48:36;890;Florianópolis;Tiago Lima;Smartphone Samsung Galaxy;Sarah West;feminino;dinheiro
2024-11-26 15:31:34;891;Recife;Ricardo Mendes;Monitor LG Ultrawide;Jarvis Zuniga;masculino;dinheiro
2024-11-26 16:08:35;892;São Paulo;Ana Oliveira;Monitor LG Ultrawide;Desiree Wilson;feminino;dinheiro
2024-11-26 17:33:38;893;Porto Alegre;Mariana Gomes;iPhone 13;Laurie Pike;feminino;cartão de crédito
2024-11-26 20:00:34;894;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Bill Green;masculino;cartão de crédito
2024-11-26 21:00:38;895;Porto Alegre;Mariana Gomes;Monitor LG Ultrawide;Robin Gualtieri;feminino;cartão de crédito
2024-11-26 21:54:33;896;Belo Horizonte;Fernanda Costa;iPhone 13;Michael Crandle;masculino;cartão de crédito
2024-11-26 22:27:32;897;São Luís;Brenno Pacheco;Fone de Ouvido Sony;Robert Zumbrunnen;masculino;cartão de dédito
2024-11-26 22:51:34;898;Rio de Janeiro;Juliana Almeida;Smartphone Samsung Galaxy;Garrett Veronesi;masculino;cartão de dédito
2024-11-26 23:34:36;899;São Luís;Brenno Pacheco;Mouse Gamer Logitech;Janet Berry;feminino;boleto
2024-11-27 16:13:34;900;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;Charlene Wall;feminino;pix
2024-11-27 16:19:31;901;Fortaleza;Beatriz Rocha;iPhone 13;Laura Bryson;feminino;cartão de dédito
2024-11-27 18:34:34;902;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Joseph Hurtubise;masculino;cartão de crédito
2024-11-27 19:06:38;903;Recife;Patrícia Carvalho;iPhone 13;Ashley Gerraro;feminino;cartão de crédito
2024-11-27 19:51:37;904;Natal;João Matos;Tablet Apple Ipad;Enrique Thomen;masculino;pix
2024-11-27 21:54:32;905;Rio de Janeiro;Juliana Almeida;Câmera Canon EOS;Robert Stjohn;masculino;cartão de dédito
2024-11-28 14:51:30;906;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;John Phillips;masculino;cartão de dédito
2024-11-28 16:46:32;907;Fortaleza;André Lima;Smartphone Samsung Galaxy;Maria Wright;feminino;cartão de crédito
2024-11-28 16:48:41;908;São Paulo;Lucas Pereira;iPhone 13;William Sturdivant;masculino;boleto
2024-11-28 19:19:33;909;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Elizabeth Mcadoo;feminino;cartão de crédito
2024-11-28 20:43:38;910;Fortaleza;André Lima;Fone de Ouvido Sony;Sandra Waugh;feminino;boleto
2024-11-28 23:58:38;911;Rio de Janeiro;Pedro Souza;iPhone 13;Henry Keene;masculino;cartão de crédito
2024-11-29 00:22:35;912;Porto Alegre;Roberto Ferreira;Teclado Mecânico HyperX;Charles Savitch;masculino;cartão de crédito
2024-11-29 14:59:31;913;Florianópolis;Gabriela Santos;Câmera Canon EOS;Kathleen Nalepa;feminino;cartão de crédito
2024-11-29 15:37:36;914;Porto Alegre;Mariana Gomes;Câmera Canon EOS;Jerry Scheppke;masculino;boleto
2024-11-29 16:36:34;915;Belo Horizonte;Carlos Silva;iPhone 13;Astrid Schmelz;feminino;cartão de dédito
2024-11-29 17:17:30;916;Belo Horizonte;Fernanda Costa;Smartwatch Garmin;Ada Cobham;feminino;pix
2024-11-29 17:56:41;917;Rio de Janeiro;Pedro Souza;Teclado Mecânico HyperX;Karen Mitchell;feminino;boleto
2024-11-29 18:19:36;918;Recife;Patrícia Carvalho;Smartwatch Garmin;Henry Redmond;masculino;pix
2024-11-29 19:25:35;919;São Paulo;Lucas Pereira;Monitor LG Ultrawide;Mark Truxler;masculino;cartão de dédito
2024-11-29 21:16:36;920;Porto Alegre;Roberto Ferreira;Smartwatch Garmin;Antonio Poling;masculino;dinheiro
2024-11-29 21:21:33;921;Florianópolis;Gabriela Santos;Notebook Dell Inspiron;Walter Kollross;masculino;dinheiro
2024-11-29 23:29:35;922;São Paulo;Lucas Pereira;Monitor LG Ultrawide;Margaret Lemire;feminino;cartão de dédito
2024-11-29 23:55:40;923;Florianópolis;Tiago Lima;Notebook Dell Inspiron;Margaret Petterson;feminino;pix
2024-11-30 00:17:41;924;Fortaleza;André Lima;Monitor LG Ultrawide;Shanna Rodriguez;feminino;cartão de dédito
2024-11-30 00:53:30;925;Recife;Ricardo Mendes;iPhone 13;Anna Calderon;feminino;cartão de crédito
2024-11-30 14:39:35;926;Fortaleza;Beatriz Rocha;Notebook Dell Inspiron;Jeannie Chambliss;feminino;dinheiro
2024-11-30 16:21:40;927;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;Marie Ohara;feminino;cartão de dédito
2024-11-30 21:02:30;928;Recife;Patrícia Carvalho;Mouse Gamer Logitech;Stanley Veach;masculino;cartão de crédito
2024-11-30 21:30:37;929;São Luís;Brenno Pacheco;Teclado Mecânico HyperX;Peter Rich;masculino;cartão de crédito
2024-11-30 22:28:40;930;Belo Horizonte;Fernanda Costa;iPhone 13;Luis Droke;masculino;boleto
2024-11-30 23:48:31;931;Recife;Ricardo Mendes;Tablet Apple Ipad;Kimberly King;feminino;cartão de dédito
2024-11-30 23:54:33;932;Florianópolis;Gabriela Santos;Smartphone Samsung Galaxy;Tabitha Whitmire;feminino;boleto
2024-12-01 00:17:37;933;Recife;Patrícia Carvalho;Teclado Mecânico HyperX;June Fischer;feminino;pix
2024-12-01 00:30:36;934;Porto Alegre;Roberto Ferreira;Smartwatch Garmin;Harold Dieguez;masculino;boleto
2024-12-01 15:07:34;935;Rio de Janeiro;Pedro Souza;Smartwatch Garmin;Allen Crowell;masculino;cartão de crédito
2024-12-01 15:10:38;936;São Luís;Emanuelle Victoria;Fone de Ouvido Sony;Christopher Angle;masculino;cartão de crédito
2024-12-01 16:13:35;937;Rio de Janeiro;Juliana Almeida;Monitor LG Ultrawide;Ruben Rector;masculino;cartão de dédito
2024-12-01 17:18:30;938;Rio de Janeiro;Pedro Souza;Smartwatch Garmin;Margaret Moon;feminino;cartão de dédito
2024-12-01 18:17:34;939;Porto Alegre;Roberto Ferreira;Teclado Mecânico HyperX;Gregory Cheatwood;masculino;cartão de crédito
2024-12-01 18:30:38;940;Rio de Janeiro;Juliana Almeida;iPhone 13;John Sarvas;masculino;cartão de dédito
